topic,message,qos,retain,time_now,time_delta
l99/${deviceId}/evt/read,"[{""address"": ""%M55.9"", ""keys"": [""metric.cylinder_extend_time""], ""value"": 0.2708136229999809, ""_ts"": 1616701461876}]",0,0,1616701461.853031,0.19065499305725098
l99/${deviceId}/evt/read,"[{""address"": ""%Q0.5"", ""keys"": [""OUT6"", ""tamp.vacuum"", ""J5.2"", ""SX2.P5""], ""value"": 0, ""_ts"": 1616701461876}, {""address"": ""%Q0.6"", ""keys"": [""OUT7"", ""tamp.cylinder"", ""J5.3"", ""SX2.P6""], ""value"": 0, ""_ts"": 1616701461876}]",0,0,1616701461.8566148,0.0035839080810546875
l99/${deviceId}/evt/read,"[{""address"": ""%I0.13"", ""keys"": [""IN14"", ""web.dancer_arm"", ""J3.10"", ""SX1.P13""], ""value"": 0, ""_ts"": 1616701461976}]",0,0,1616701461.9546251,0.09801030158996582
l99/${deviceId}/evt/read,"[{""address"": ""%Q1.0"", ""keys"": [""web.take_up_motor_state""], ""value"": 0, ""_ts"": 1616701461977}]",0,0,1616701461.958421,0.0037958621978759766
l99/${deviceId}/evt/read,"[{""address"": ""%I0.7"", ""keys"": [""IN8"", ""tamp.head_up"", ""J1.11"", ""SX1.P7""], ""value"": 1, ""_ts"": 1616701462177}]",0,0,1616701462.155064,0.19664311408996582
l99/${deviceId}/evt/read,"[{""address"": ""%M55.7"", ""keys"": [""metric.cylinder_travel_time""], ""value"": 0.5629639420000103, ""_ts"": 1616701462178}]",0,0,1616701462.1581829,0.003118753433227539
l99/${deviceId}/evt/read,"[{""address"": ""%M55.0"", ""keys"": [""metric.life_count""], ""value"": 83, ""_ts"": 1616701462179}]",0,0,1616701462.158684,0.0005011558532714844
l99/${deviceId}/evt/read,"[{""address"": ""%M55.1"", ""keys"": [""metric.cycle_count""], ""value"": 2, ""_ts"": 1616701462179}]",0,0,1616701462.159287,0.0006029605865478516
l99/${deviceId}/evt/read,"[{""address"": ""%M55.6"", ""keys"": [""metric.labels_applied""], ""value"": 39, ""_ts"": 1616701462180}]",0,0,1616701462.159647,0.0003600120544433594
l99/${deviceId}/evt/status,"{""connection"": ""online"", ""state"": 400, ""program"": ""emergent_pa_rc2"", ""step"": ""wait_for_printer_data_ready"", ""faults"": {""50"": {""description"": ""low ribbon"", ""hard"": false, ""added"": 665.941616643, ""updated"": 678.267908544, ""count"": 1225}}, ""cpu_time"": 678.253279394, ""utc_time"": 1616701462.161064, ""build_no"": ""1.3.0.2"", ""_ts"": 1616701462181}",0,0,1616701462.1599438,0.0002968311309814453
